BTC_Open,BTC_High,BTC_Low,BTC_Close,BTC_Volume,ETH_Open,ETH_High,ETH_Low,ETH_Close,ETH_Volume,SOL_Open,SOL_High,SOL_Low,SOL_Close,SOL_Volume,BNB_Open,BNB_High,BNB_Low,BNB_Close,BNB_Volume,Date_time,Year,Month,Day,Date_unix
41744.02734375,43413.0234375,40672.82421875,40680.41796875,20382033940,3095.271728515625,3265.3369140625,3000.908203125,3001.1201171875,10645922764,135.7913360595703,143.61740112304688,127.17404174804688,127.20528411865234,984099352,462.8569641113281,478.35394287109375,439.9780578613281,440.0054321289063,1881741995,19,2022,1,20,1642636800
40699.60546875,41060.52734375,35791.42578125,36457.31640625,43011992031,3002.956787109375,3029.0810546875,2496.81298828125,2557.931640625,26796291874,127.33333587646484,128.432861328125,107.90899658203124,111.96605682373048,3771688473,440.067138671875,444.1802368164063,376.7701721191406,383.0739135742188,3647221590,20,2022,1,21,1642723200
36471.58984375,36688.8125,34349.25,35030.25,39714385405,2561.145263671875,2615.247314453125,2330.247314453125,2405.18115234375,27369692036,111.9765396118164,113.58767700195312,89.28715515136719,94.1783676147461,4039466376,383.47454833984375,388.9119873046875,340.0548095703125,358.0961608886719,4226932408,21,2022,1,22,1642809600
35047.359375,36433.3125,34784.96875,36276.8046875,26017975951,2406.92431640625,2542.144775390625,2381.51513671875,2535.0390625,16481489511,94.30760192871094,104.51920318603516,93.5934829711914,99.5782241821289,2548191912,358.3265991210937,388.5939025878906,357.170654296875,383.9339599609375,2786834863,22,2022,1,23,1642896000
36275.734375,37247.51953125,33184.05859375,36654.328125,41856658597,2535.89111328125,2537.20849609375,2172.30126953125,2440.352294921875,28220804648,99.61751556396484,99.77051544189452,81.2260513305664,91.65016174316406,4664539688,384.0406188964844,384.0406188964844,337.8539428710937,371.3689575195313,3210871602,23,2022,1,24,1642982400
36654.8046875,37444.5703125,35779.4296875,36954.00390625,26428189594,2440.3935546875,2498.507080078125,2359.384765625,2455.93505859375,16179776932,91.66015625,99.70123291015624,87.75712585449219,94.72035217285156,2842652332,371.3868408203125,387.1768493652344,358.08355712890625,384.6193542480469,2325661159,24,2022,1,25,1643068800
36950.515625,38825.41015625,36374.90625,36852.12109375,31324598034,2455.5791015625,2705.7841796875,2417.68310546875,2468.0302734375,21229909340,94.71883392333984,103.7215576171875,89.80755615234375,92.23804473876952,3177186515,384.5862426757813,400.1520690917969,367.5751037597656,375.7554626464844,2226973227,25,2022,1,26,1643155200
36841.87890625,37148.32421875,35629.28125,37138.234375,25041426629,2467.1884765625,2510.45166015625,2328.4521484375,2423.001220703125,16126522783,92.21805572509766,94.05999755859376,86.18603515625,89.63249206542969,2513945822,375.5421752929688,391.8043823242188,360.3316955566406,390.0882873535156,1952844398,26,2022,1,27,1643241600
37128.4453125,37952.87890625,36211.109375,37784.33203125,22238830523,2421.64697265625,2548.778564453125,2367.833740234375,2547.092041015625,14666227351,89.52909088134766,93.36466979980467,87.5742416381836,91.31289672851562,2156098049,390.0006713867188,393.3755798339844,376.7521667480469,386.0843811035156,1592850476,27,2022,1,28,1643328000
37780.71484375,38576.26171875,37406.47265625,38138.1796875,17194183075,2546.590576171875,2627.609375,2526.98974609375,2597.084716796875,11172062661,91.35469818115234,98.61104583740234,90.96379852294922,96.2234878540039,1727329992,386.0657348632813,396.7722778320313,381.6837768554688,389.1327819824219,1330610935,28,2022,1,29,1643414400
38151.91796875,38266.33984375,37437.7109375,37917.6015625,14643548444,2598.56494140625,2631.408447265625,2550.4609375,2603.466552734375,9501221177,96.2490005493164,97.29832458496094,91.70702362060548,93.29767608642578,1110338981,389.20220947265625,389.2471923828125,373.0362854003906,377.6129150390625,1289330238,29,2022,1,30,1643500800
37920.28125,38647.26171875,36733.57421875,38483.125,20734730465,2603.263427734375,2697.7353515625,2489.072265625,2688.27880859375,13778234614,93.3011703491211,100.7250747680664,89.58599090576172,99.73883819580078,1888454241,377.6489868164063,384.9773864746094,366.1120300292969,375.2773132324219,1386778184,30,2022,1,31,1643587200
38481.765625,39115.1328125,38113.6640625,38743.2734375,20288500328,2687.89892578125,2802.3154296875,2682.621826171875,2792.1171875,13194846235,99.72594451904295,112.9801254272461,99.47785949707033,109.9789810180664,3568466349,375.0991821289063,387.7675476074219,374.3268432617188,385.46380615234375,1392647608,31,2022,2,1,1643673600
38743.71484375,38834.6171875,36832.73046875,36952.984375,19155189416,2791.958984375,2802.212158203125,2630.120361328125,2682.85400390625,13876301217,110.01945495605467,111.95736694335938,97.735595703125,101.8376007080078,3297984784,385.48876953125,386.1147155761719,366.8953857421875,367.4716796875,1290849744,32,2022,2,2,1643760000
36944.8046875,37154.6015625,36375.5390625,37154.6015625,18591534769,2682.22607421875,2712.482666015625,2587.783447265625,2679.16259765625,12755505065,101.8281021118164,102.66846466064452,94.63531494140624,101.45903778076172,2618951519,367.370849609375,370.8777465820313,360.4913330078125,370.8777465820313,1202744039,33,2022,2,3,1643846400
37149.265625,41527.78515625,37093.62890625,41500.875,29412210792,2681.0576171875,2983.5869140625,2675.44384765625,2983.5869140625,18987223729,101.34093475341795,112.41033172607422,100.67737579345705,112.17424774169922,3121470028,370.7108459472656,399.2165222167969,369.817626953125,399.0296020507813,1711084752,34,2022,2,4,1643932800
41501.48046875,41847.1640625,41038.09765625,41441.1640625,19652846215,2984.446044921875,3054.130126953125,2966.781005859375,3014.648193359375,13102093957,112.20548248291016,118.21311950683594,110.53406524658205,113.89430236816406,2337469324,399.14886474609375,430.3477783203125,396.9337158203125,414.2000122070313,2039010962,35,2022,2,5,1644019200
41441.12109375,42500.78515625,41244.90625,42412.43359375,16142097334,3014.959716796875,3061.26123046875,2965.429931640625,3057.47607421875,9466018022,113.90282440185548,115.86648559570312,112.18635559082033,115.2997589111328,1488437091,414.2172546386719,421.1134338378906,408.6130676269531,419.5455627441406,1427593921,36,2022,2,6,1644105600
42406.78125,44401.86328125,41748.15625,43840.28515625,28641855926,3057.422119140625,3182.5283203125,3002.927001953125,3142.470703125,15197063785,115.27619171142578,121.55403137207033,113.14046478271484,117.35514831542967,2501444983,419.66644287109375,438.6415710449219,414.2497253417969,433.2292785644531,1755674427,37,2022,2,7,1644192000
43854.65234375,45293.8671875,42807.8359375,44118.4453125,33079398868,3143.008544921875,3219.47265625,3038.3779296875,3122.608642578125,17136080906,117.4089126586914,119.96955108642578,110.241943359375,113.5954818725586,2670414753,433.4591064453125,444.2886047363281,407.164306640625,408.7767639160156,2247004672,38,2022,2,8,1644278400
44096.703125,44727.80078125,43232.96875,44338.796875,23245887300,3121.1826171875,3263.15576171875,3063.16015625,3239.45703125,13951308490,113.5340347290039,116.82732391357422,109.97865295410156,114.01937866210938,1844036035,408.5169067382813,427.3935241699219,407.9497985839844,422.4655456542969,1601745132,39,2022,2,9,1644364800
44347.80078125,45661.171875,43402.80859375,43565.11328125,32142048537,3240.113037109375,3271.316162109375,3070.378173828125,3077.482177734375,18629485080,114.02164459228516,114.78842163085938,106.20280456542967,106.20280456542967,2534257400,422.5140380859375,434.1714477539063,411.2454833984375,415.1192321777344,2037888603,40,2022,2,10,1644451200
43571.12890625,43810.83203125,42114.5390625,42407.9375,26954925781,3077.4130859375,3127.45068359375,2888.707763671875,2927.383544921875,16043881065,106.22976684570312,107.84539031982422,95.60428619384766,96.3818817138672,2244853464,415.1871948242188,419.2860107421875,393.9773254394531,400.4223937988281,1714654174,41,2022,2,11,1644537600
42412.30078125,42992.55078125,41852.57421875,42244.46875,18152390304,2927.386474609375,2980.079345703125,2870.177001953125,2917.36279296875,11254355757,96.4014892578125,99.55365753173828,93.49864196777344,95.91820526123048,1722515979,400.4990234375,407.1397399902344,394.7994995117188,403.3897399902344,1372516416,42,2022,2,12,1644624000
42236.56640625,42693.0546875,41950.94140625,42197.515625,14741589015,2916.78955078125,2947.776611328125,2845.397705078125,2883.46337890625,9054963563,95.89258575439452,97.20621490478516,91.81570434570312,93.24410247802734,1150014559,403.2715759277344,406.7127685546875,395.65533447265625,398.88677978515625,1151509777,43,2022,2,13,1644710400
42157.3984375,42775.77734375,41681.95703125,42586.91796875,20827783012,2880.187744140625,2957.963623046875,2840.257568359375,2933.47900390625,12164552172,93.19368743896484,97.74172973632812,91.20769500732422,96.43327331542967,1787236369,398.6431274414063,403.9344787597656,391.3836669921875,403.6607971191406,1269083662,44,2022,2,14,1644796800
42586.46484375,44667.21875,42491.03515625,44575.203125,22721659051,2933.72900390625,3185.520751953125,2917.857177734375,3179.877197265625,13921257873,96.43740844726562,105.29197692871094,96.43329620361328,104.87330627441406,2134576044,403.6642150878906,436.24810791015625,403.0949401855469,432.4093933105469,2538883559,45,2022,2,15,1644883200
44578.27734375,44578.27734375,43456.69140625,43961.859375,19792547657,3180.44677734375,3181.616943359375,3055.168212890625,3127.830078125,12352406833,104.92504119873048,105.34634399414062,98.58037567138672,101.93289947509766,1908954820,432.491943359375,433.4287414550781,423.0782470703125,427.9181213378906,1670788158,46,2022,2,16,1644969600
43937.0703125,44132.97265625,40249.37109375,40538.01171875,26246662813,3126.8583984375,3154.615234375,2861.85205078125,2881.48193359375,15860206214,101.89823150634766,102.6329345703125,92.6762466430664,93.4104232788086,1872498133,427.5499267578125,431.0183715820313,400.8066711425781,402.4500427246094,1644013199,47,2022,2,17,1645056000
40552.1328125,40929.15234375,39637.6171875,40030.9765625,23310007704,2884.340576171875,2937.30859375,2761.643310546875,2785.7275390625,15748173433,93.46298217773438,96.20182037353516,89.70610809326172,90.06546020507812,1669246812,402.64984130859375,410.9429321289063,393.8162841796875,399.5691833496094,1554511893,48,2022,2,18,1645142400
40026.0234375,40418.87890625,39713.05859375,40122.15625,13736557863,2784.872802734375,2826.347900390625,2707.37841796875,2763.701171875,9774183169,90.0518798828125,92.54096221923828,88.95311737060547,91.49665069580078,1084605729,399.52142333984375,406.3809509277344,393.93365478515625,400.0435791015625,1192395484,49,2022,2,19,1645228800
40118.1015625,40119.890625,38112.8125,38431.37890625,18340576452,2763.756591796875,2763.756591796875,2585.9462890625,2628.6484375,11641437834,91.44432067871094,93.32028198242188,86.01744079589844,90.9014129638672,1912980153,400.0033874511719,400.1314392089844,376.0079650878906,380.825927734375,1431745519,50,2022,2,20,1645315200
38423.2109375,39394.4375,36950.4765625,37075.28125,29280402798,2627.66552734375,2752.45849609375,2568.25439453125,2573.816162109375,18646392740,90.88302612304688,95.90409088134766,83.11844635009766,83.12316131591797,2892900595,380.7365417480469,393.62408447265625,356.1849670410156,356.6612548828125,2164511484,51,2022,2,21,1645401600
37068.76953125,38359.85546875,36488.93359375,38286.02734375,25493150450,2572.898681640625,2648.916748046875,2510.6787109375,2639.29931640625,16360200507,83.10639953613281,87.16397857666016,81.2048568725586,86.46538543701172,2046554018,356.7254638671875,374.8593444824219,350.1475830078125,374.3074645996094,2037210077,52,2022,2,22,1645488000
38285.28125,39122.39453125,37201.81640625,37296.5703125,21849073843,2639.447021484375,2741.368408203125,2587.412841796875,2590.359619140625,13382637240,86.47079467773438,92.73844146728516,84.90278625488281,84.90278625488281,2293962445,374.2992858886719,383.2476196289063,366.53948974609375,366.53948974609375,1644707704,53,2022,2,23,1645574400
37278.56640625,38968.83984375,34459.21875,38332.609375,46383802093,2588.166259765625,2689.047607421875,2308.914794921875,2598.067138671875,29312342666,84.86357879638672,92.2793960571289,76.85957336425781,89.19474792480469,5253578948,366.3491821289063,368.1685180664063,324.4836730957031,361.2346496582031,2972951900,54,2022,2,24,1645660800
38333.74609375,39630.32421875,38111.34375,39214.21875,26545599159,2598.436279296875,2821.972412109375,2579.2080078125,2764.53564453125,17208902048,89.22813415527344,94.7778091430664,87.27616119384766,92.59882354736328,3069242551,361.2160034179688,376.8026123046875,357.3665466308594,374.9149475097656,1839035023,55,2022,2,25,1645747200
39213.08203125,40005.34765625,38702.53515625,39105.1484375,17467554129,2764.989501953125,2849.424072265625,2745.009033203125,2781.11181640625,11724648351,92.6088638305664,94.60433197021484,89.75767517089844,90.14156341552734,1721041901,374.8885803222656,385.2103271484375,371.47503662109375,373.6387634277344,1319208551,56,2022,2,26,1645833600
39098.69921875,39778.94140625,37268.9765625,37709.78515625,23450127612,2780.50439453125,2831.12548828125,2581.61572265625,2621.8017578125,16150857254,90.1246337890625,91.98943328857422,84.49292755126953,85.51905059814453,2012522473,373.5999755859375,380.9590759277344,359.6255187988281,360.5310363769531,1600855952,57,2022,2,27,1645920000
37706.0,43760.45703125,37518.21484375,43193.234375,35690014104,2621.172119140625,2929.180419921875,2586.38818359375,2919.201171875,19266124733,85.50110626220703,101.0417938232422,84.57584381103516,99.52034759521484,3457872746,360.3821716308594,396.4573364257813,356.6175842285156,395.6124267578125,1868349380,58,2022,2,28,1646006400
43194.50390625,44793.6015625,42952.5859375,44354.63671875,32479047645,2919.77587890625,3029.651611328125,2868.93896484375,2972.485107421875,18757425786,99.54046630859376,101.55915832519533,94.89342498779295,98.65355682373048,3225742519,395.6241149902344,418.4899597167969,391.3292236328125,408.4822998046875,2885318336,59,2022,3,1,1646092800
44357.6171875,45077.578125,43432.8515625,43924.1171875,29183112630,2972.471923828125,3026.8681640625,2919.943115234375,2950.118408203125,16636517503,98.6490707397461,105.98477172851562,97.10579681396484,100.6496353149414,3800592927,408.5185241699219,414.912841796875,404.5347900390625,409.0003051757813,2045870796,60,2022,3,2,1646179200
43925.1953125,44021.578125,41914.75,42451.7890625,24967782593,2950.15673828125,2964.67333984375,2797.3193359375,2834.468994140625,13091199728,100.65377044677734,101.4272689819336,94.37796020507812,95.53919982910156,2309311748,409.0327453613281,412.8005981445313,397.9063415527344,402.5506896972656,1598018507,61,2022,3,3,1646265600
42458.140625,42479.61328125,38805.84765625,39137.60546875,28516271427,2834.9873046875,2835.17626953125,2587.748291015625,2617.156005859375,14496939024,95.5670394897461,95.7081298828125,87.554443359375,88.24597930908203,2592829728,402.5751953125,402.9167175292969,372.868408203125,374.2808837890625,1740563403,62,2022,3,4,1646352000
39148.44921875,39566.3359375,38777.03515625,39400.5859375,16975917450,2618.4736328125,2679.1025390625,2596.989990234375,2664.8310546875,8072368396,88.29053497314453,91.0361785888672,86.2888412475586,89.64784240722656,1437161887,374.441650390625,386.8440551757813,368.17572021484375,384.8733520507813,1321262776,63,2022,3,5,1646438400
39404.19921875,39640.17578125,38211.6484375,38419.984375,19745229902,2664.943603515625,2673.63720703125,2555.037353515625,2555.037353515625,8872976607,89.64859008789062,89.8653793334961,84.32964324951172,84.54218292236328,1467561782,384.9118041992188,387.1640930175781,373.0179443359375,375.0111999511719,1305295273,64,2022,3,6,1646524800
38429.3046875,39430.2265625,37260.203125,38062.0390625,28546143503,2555.297607421875,2639.943115234375,2455.59375,2497.771240234375,14594098731,84.55287170410156,86.48308563232422,80.31684875488281,82.13006591796875,2375648176,375.0715942382813,384.4175720214844,364.4313659667969,381.3446350097656,2058321705,65,2022,3,7,1646611200
38059.90234375,39304.44140625,37957.38671875,38737.26953125,25776583476,2497.721435546875,2618.166015625,2489.755126953125,2576.74755859375,13922922903,82.11260223388672,84.77989959716797,81.54011535644531,82.2547607421875,2112765959,381.2547607421875,387.6297912597656,377.70556640625,381.9585571289063,1684540144,66,2022,3,8,1646697600
38742.81640625,42465.671875,38706.09375,41982.92578125,32284121034,2577.165283203125,2761.79638671875,2573.6552734375,2729.783447265625,14173665398,82.27992248535156,89.48204803466797,82.20623779296875,88.20206451416016,2624860794,382.0426330566406,402.028076171875,381.8405456542969,393.5557556152344,2425559108,67,2022,3,9,1646784000
41974.0703125,42004.7265625,38832.94140625,39437.4609375,31078064711,2729.116455078125,2729.116455078125,2566.193115234375,2608.048583984375,13292477213,88.19039916992188,88.45394897460938,81.01934051513672,82.9390869140625,2196400279,393.4803771972656,394.4041137695313,364.087890625,372.1590270996094,2105808203,68,2022,3,10,1646870400
39439.96875,40081.6796875,38347.43359375,38794.97265625,26364890465,2608.271240234375,2664.55859375,2534.688232421875,2559.56298828125,12382419582,82.94074249267578,84.05066680908203,80.28123474121094,80.7449951171875,1852734626,372.1961364746094,379.57171630859375,365.6082763671875,372.1840515136719,1550840418,69,2022,3,11,1646956800
38794.46484375,39308.59765625,38772.53515625,38904.01171875,14616450657,2559.66064453125,2606.438720703125,2559.126953125,2574.754150390625,6532996574,80.74752044677734,82.66375732421875,80.72209930419922,81.55381774902344,1036290480,372.1861877441406,379.1956481933594,372.1268615722656,372.7303771972656,1211417865,70,2022,3,12,1647043200
38884.7265625,39209.3515625,37728.14453125,37849.6640625,17300745310,2573.488037109375,2594.5498046875,2503.88525390625,2518.944580078125,8632000379,81.53121948242188,82.8830337524414,78.00438690185547,78.93607330322266,1316842580,372.60888671875,376.9284057617188,361.15087890625,361.8498229980469,1242011950,71,2022,3,13,1647129600
37846.31640625,39742.5,37680.734375,39666.75390625,24322159070,2518.486328125,2604.034423828125,2505.29931640625,2590.696044921875,11244398839,78.92557525634766,82.09930419921875,78.27435302734375,81.17333984375,1676601058,361.8345336914063,373.6095275878906,360.3018493652344,373.4661560058594,1455465550,72,2022,3,14,1647216000
39664.25,39794.62890625,38310.2109375,39338.78515625,23934000868,2590.6689453125,2662.32958984375,2515.765869140625,2620.149658203125,12861105614,81.17005920410156,85.5193099975586,79.07177734375,82.95508575439453,1627848455,373.472412109375,374.3332824707031,362.6847534179688,371.62884521484375,1360640456,73,2022,3,15,1647302400
39335.5703125,41465.453125,39022.34765625,41143.9296875,39616916192,2620.028564453125,2781.30712890625,2610.764404296875,2772.0556640625,17915109769,82.95167541503906,87.90362548828125,81.65324401855469,87.90362548828125,2370877301,371.5427856445313,386.3632507324219,368.4816589355469,385.5282287597656,1788844135,74,2022,3,16,1647388800
41140.84375,41287.53515625,40662.87109375,40951.37890625,22009601093,2771.964111328125,2826.16064453125,2751.560791015625,2814.8544921875,12685265194,87.86245727539062,90.75728607177734,86.75122833251953,87.87684631347656,2440062581,385.4595642089844,392.8704223632813,382.1614685058594,391.8247375488281,1635657390,75,2022,3,17,1647475200
40944.83984375,42195.74609375,40302.3984375,41801.15625,34421564942,2814.4345703125,2973.6162109375,2774.855712890625,2945.343017578125,15830879093,87.86626434326172,91.84861755371094,84.63697814941406,89.82203674316406,2745357460,391.7787780761719,399.9235229492188,384.2483215332031,397.6455078125,1666543771,76,2022,3,18,1647561600
41794.6484375,42316.5546875,41602.66796875,42190.65234375,19664853187,2944.7216796875,2979.987060546875,2910.80224609375,2946.257080078125,11576463120,89.8204574584961,94.36089324951172,89.39261627197266,92.41815185546876,1951674158,397.5616455078125,406.0037231445313,395.414794921875,399.8535461425781,1532550954,77,2022,3,19,1647648000
42191.40625,42241.1640625,41004.7578125,41247.82421875,20127946682,2946.547607421875,2956.965576171875,2826.107421875,2860.459228515625,12684727326,92.41366577148438,92.43592071533205,88.15045928955078,88.61486053466797,1286133603,399.9197387695313,400.6107177734375,386.7667236328125,390.7683715820313,1334193471,78,2022,3,20,1647734400
41246.1328125,41454.41015625,40668.04296875,41077.99609375,24615543271,2860.103271484375,2954.556640625,2838.25048828125,2897.9765625,15206116098,88.6050033569336,91.0119857788086,87.2076416015625,88.7572021484375,1598537312,390.7389526367188,398.9617309570313,386.5613708496094,396.4478149414063,1657341491,79,2022,3,21,1647820800
41074.10546875,43124.70703125,40948.28125,42358.80859375,32004652376,2897.774169921875,3040.3828125,2892.54443359375,2973.131103515625,16830539230,88.74190521240234,93.76680755615234,88.18277740478516,90.51296997070312,1879747152,396.3555908203125,409.6425476074219,395.5757446289063,404.31494140625,1795119554,80,2022,3,22,1647907200
42364.37890625,42893.5078125,41877.5078125,42892.95703125,25242943069,2973.14501953125,3036.752197265625,2933.306640625,3031.067138671875,16008767658,90.51393127441406,96.05184173583984,89.81146240234375,95.1026840209961,2099467745,404.3272705078125,411.0295715332031,398.8558654785156,408.6097717285156,1645651129,81,2022,3,23,1647993600
42886.65234375,44131.85546875,42726.1640625,43960.93359375,31042992291,3031.060791015625,3118.3876953125,3012.32666015625,3108.06201171875,18070503166,95.02090454101562,103.45579528808594,94.06550598144533,102.22369384765624,3601646600,408.5542602539063,416.5054016113281,406.0115661621094,414.1269836425781,1831451218,82,2022,3,24,1648080000
43964.546875,44999.4921875,43706.28515625,44348.73046875,30574413034,3108.448974609375,3183.9580078125,3087.49072265625,3106.67138671875,17030503831,102.23835754394533,104.5829620361328,97.31824493408205,98.6581039428711,2175497007,414.1482543945313,421.1537170410156,406.2960510253906,410.8111572265625,1678265707,83,2022,3,25,1648166400
44349.859375,44735.99609375,44166.2734375,44500.828125,16950455995,3106.4052734375,3146.825439453125,3091.825439453125,3143.178955078125,8876420740,98.666748046875,103.19357299804688,97.82968139648438,101.7641830444336,1282869612,410.8162536621094,416.3175354003906,407.9812622070313,415.9197998046875,1082240527,84,2022,3,26,1648252800
44505.35546875,46827.546875,44437.29296875,46820.4921875,28160889722,3143.795654296875,3291.57763671875,3129.997802734375,3291.57763671875,13431866834,101.77369689941406,107.29871368408205,99.26909637451172,107.08422088623048,1572329892,415.9313659667969,431.0255737304688,412.3829040527344,430.5032653808594,1499505093,85,2022,3,27,1648339200
46821.8515625,48086.8359375,46690.203125,47128.00390625,36362175703,3292.322509765625,3424.019287109375,3279.027099609375,3336.634521484375,20620450770,107.07796478271484,113.17594909667967,105.47787475585938,106.46525573730467,2877146388,430.54681396484375,440.7283935546875,428.5652160644531,430.390869140625,2128699500,86,2022,3,28,1648425600
